antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,SemanticSimilarity
frozenset({'Bread'}),"frozenset({'Tea', 'Cold Drink'})",0.395,0.0798,0.0528,0.13367088607594935,1.6750737603502426,1.0,0.021279,1.0621829339567503,0.6661344853493614,0.1251184834123223,0.05854258430335726,0.39766251070714764,0.287
frozenset({'Cold Drink'}),"frozenset({'Tea', 'Bread'})",0.2072,0.1614,0.0528,0.2548262548262548,1.5788491624922851,1.0,0.01935792,1.1253751295336787,0.4624461058618476,0.16719442685243827,0.11140741095427478,0.29098190064732815,0.521
"frozenset({'Chips', 'Tea', 'Bread'})",frozenset({'Cold Drink'}),0.0532,0.2072,0.0368,0.6917293233082707,3.338461985078527,1.0,0.02577696,2.571765853658537,0.7398192538711634,0.16457960644007158,0.6111621131537219,0.43466775045722417,0.216
"frozenset({'Chips', 'Tea', 'Cold Drink'})",frozenset({'Bread'}),0.0534,0.395,0.0368,0.6891385767790261,1.744654624757028,1.0,0.015707,1.9462048192771078,0.4508986395245225,0.08940719144800777,0.4861794657504564,0.3911515668705257,0.454
"frozenset({'Chips', 'Bread', 'Cold Drink'})",frozenset({'Tea'}),0.052,0.2636,0.0368,0.7076923076923077,2.6847204388934283,1.0,0.0230928,2.519263157894737,0.6619427627958173,0.13199426111908177,0.6030585384197552,0.423648885257383,0.209
"frozenset({'Tea', 'Bread', 'Cold Drink'})",frozenset({'Chips'}),0.0528,0.2168,0.0368,0.696969696969697,3.2148048753214806,1.0,0.02535296,2.5845600000000006,0.7273428319623972,0.15807560137457044,0.6130869471012474,0.4333556971933356,0.209
"frozenset({'Chips', 'Tea'})","frozenset({'Bread', 'Cold Drink'})",0.079,0.0856,0.0368,0.46582278481012657,5.441854962735124,1.0,0.030037599999999998,1.7117914691943128,0.8862531275079072,0.28794992175273865,0.415816693799351,0.44786466343310066,0.454
"frozenset({'Chips', 'Bread'})","frozenset({'Tea', 'Cold Drink'})",0.0884,0.0798,0.0368,0.41628959276018096,5.216661563410789,1.0,0.02974568,1.5764666666666667,0.8866899097621,0.2800608828006088,0.3656700638558802,0.4387212374828474,0.209
"frozenset({'Chips', 'Cold Drink'})","frozenset({'Tea', 'Bread'})",0.1244,0.1614,0.0368,0.2958199356913183,1.8328372719412536,1.0,0.01672184,1.1908885844748858,0.5189559457365881,0.14779116465863454,0.16029088443992168,0.26191244616040515,0.209
"frozenset({'Tea', 'Bread'})","frozenset({'Chips', 'Cold Drink'})",0.1614,0.1244,0.0368,0.22800495662949197,1.8328372719412538,1.0,0.01672184,1.1342041733547352,0.5418528810958223,0.14779116465863454,0.11832452790028776,0.26191244616040515,0.209
"frozenset({'Tea', 'Cold Drink'})","frozenset({'Chips', 'Bread'})",0.0798,0.0884,0.0368,0.4611528822055138,5.216661563410789,1.0,0.02974568,1.69176,0.8784030881755384,0.2800608828006088,0.40889960750933946,0.4387212374828474,0.209
"frozenset({'Bread', 'Cold Drink'})","frozenset({'Chips', 'Tea'})",0.0856,0.079,0.0368,0.42990654205607476,5.441854962735124,1.0,0.030037599999999998,1.6155245901639346,0.892649967667085,0.28794992175273865,0.3810060174333059,0.44786466343310066,0.454
frozenset({'Chips'}),"frozenset({'Tea', 'Bread', 'Cold Drink'})",0.2168,0.0528,0.0368,0.16974169741697417,3.2148048753214806,1.0,0.02535296,1.140849777777778,0.8796464893191811,0.15807560137457044,0.12346040690136631,0.4333556971933356,0.209
frozenset({'Tea'}),"frozenset({'Chips', 'Bread', 'Cold Drink'})",0.2636,0.052,0.0368,0.13960546282245825,2.6847204388934283,1.0,0.0230928,1.1018201058201058,0.8521479347235671,0.13199426111908177,0.09241082576208678,0.423648885257383,0.209
frozenset({'Bread'}),"frozenset({'Chips', 'Tea', 'Cold Drink'})",0.395,0.0534,0.0368,0.09316455696202532,1.7446546247570283,1.0,0.015707,1.0438498045784477,0.7054886812791951,0.08940719144800777,0.0420077719860821,0.3911515668705257,0.454
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Tea', 'Bread'})",0.2072,0.0532,0.0368,0.1776061776061776,3.338461985078527,1.0,0.02577696,1.1512732394366196,0.8835278374939676,0.16457960644007158,0.13139646979951164,0.43466775045722417,0.216
"frozenset({'Tea', 'Biscuits'})",frozenset({'Cold Drink'}),0.148,0.2072,0.0526,0.35540540540540544,1.715277053114891,1.0,0.021934400000000003,1.2299203354297694,0.48944108248986956,0.1738268341044283,0.18693920964354876,0.30463320463320465,0.521
"frozenset({'Tea', 'Cold Drink'})",frozenset({'Biscuits'}),0.0798,0.2078,0.0526,0.6591478696741855,3.1720301716755794,1.0,0.036017560000000004,2.3241750000000003,0.7441257190741308,0.22382978723404254,0.5697398001441372,0.4561379386869484,0.321
"frozenset({'Cold Drink', 'Biscuits'})",frozenset({'Tea'}),0.071,0.2636,0.0526,0.7408450704225353,2.810489645002031,1.0,0.0338844,2.8415434782608706,0.6934231583083327,0.18652482269503545,0.6480785855819329,0.47019491760883975,0.521
frozenset({'Tea'}),"frozenset({'Cold Drink', 'Biscuits'})",0.2636,0.071,0.0526,0.19954476479514416,2.8104896450020305,1.0,0.0338844,1.1605895734597158,0.8747828816790346,0.18652482269503545,0.13836896102814225,0.47019491760883975,0.521
frozenset({'Biscuits'}),"frozenset({'Tea', 'Cold Drink'})",0.2078,0.0798,0.0526,0.2531280076997113,3.17203017167558,1.0,0.036017560000000004,1.232071907216495,0.8643580998384439,0.22382978723404254,0.18835906074734982,0.4561379386869484,0.321
frozenset({'Cold Drink'}),"frozenset({'Tea', 'Biscuits'})",0.2072,0.148,0.0526,0.25386100386100385,1.715277053114891,1.0,0.021934400000000003,1.1418783958602845,0.5259886507080839,0.1738268341044283,0.12425000453169467,0.30463320463320465,0.521
"frozenset({'Bread', 'Biscuits'})",frozenset({'Cold Drink'}),0.1432,0.2072,0.0508,0.3547486033519553,1.7121071590345334,1.0,0.02112896,1.2286683982683984,0.48543932008498936,0.16955941255006676,0.18611075094848045,0.29996117426285024,0.239
"frozenset({'Bread', 'Cold Drink'})",frozenset({'Biscuits'}),0.0856,0.2078,0.0508,0.5934579439252337,2.8559092585429915,1.0,0.03301232,1.9486298850574713,0.7106833102555095,0.20939818631492169,0.4868189143211735,0.41896188822825686,0.586
"frozenset({'Cold Drink', 'Biscuits'})",frozenset({'Bread'}),0.071,0.395,0.0508,0.7154929577464789,1.8113745765733642,1.0,0.022754999999999997,2.1264851485148517,0.48216692235322034,0.12235067437379575,0.5297404260272379,0.42205027634159387,0.239
frozenset({'Bread'}),"frozenset({'Cold Drink', 'Biscuits'})",0.395,0.071,0.0508,0.12860759493670884,1.8113745765733642,1.0,0.022754999999999997,1.0661098198721672,0.7403852411010607,0.12235067437379575,0.062010328241882504,0.42205027634159387,0.239
frozenset({'Biscuits'}),"frozenset({'Bread', 'Cold Drink'})",0.2078,0.0856,0.0508,0.24446583253128004,2.8559092585429915,1.0,0.03301232,1.2102695541401274,0.8203090367301664,0.20939818631492169,0.1737377871076991,0.41896188822825686,0.586
frozenset({'Cold Drink'}),"frozenset({'Bread', 'Biscuits'})",0.2072,0.1432,0.0508,0.24517374517374516,1.7121071590345334,1.0,0.02112896,1.135095652173913,0.5246271562169764,0.16955941255006676,0.11901697615983328,0.29996117426285024,0.239
"frozenset({'Chips', 'Biscuits'})",frozenset({'Cold Drink'}),0.0702,0.2072,0.0488,0.6951566951566952,3.355003355003355,1.0,0.03425456,2.600680373831776,0.754934077132752,0.2134733158355206,0.6154852360705035,0.46533896533896535,0.216
"frozenset({'Chips', 'Cold Drink'})",frozenset({'Biscuits'}),0.1244,0.2078,0.0488,0.39228295819935693,1.8877909441739986,1.0,0.022949680000000004,1.303567195767196,0.5370949381782234,0.17219477769936486,0.2328742214079234,0.31356207582730117,0.532
"frozenset({'Cold Drink', 'Biscuits'})",frozenset({'Chips'}),0.071,0.2168,0.0488,0.6873239436619719,3.1703133932747782,1.0,0.033407200000000005,2.5048288288288294,0.7368931867511338,0.20418410041841006,0.6007711231639069,0.4562080972922406,0.216
frozenset({'Chips'}),"frozenset({'Cold Drink', 'Biscuits'})",0.2168,0.071,0.0488,0.22509225092250926,3.1703133932747787,1.0,0.033407200000000005,1.198852380952381,0.8740727406687989,0.20418410041841006,0.1658689460952737,0.4562080972922406,0.216
frozenset({'Biscuits'}),"frozenset({'Chips', 'Cold Drink'})",0.2078,0.1244,0.0488,0.23484119345524543,1.8877909441739986,1.0,0.022949680000000004,1.1443376100628933,0.5936383840808539,0.17219477769936486,0.12613201628054527,0.31356207582730117,0.532
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Biscuits'})",0.2072,0.0702,0.0488,0.23552123552123555,3.3550033550033556,1.0,0.03425456,1.2162535353535353,0.8853906469702735,0.2134733158355206,0.17780300658338952,0.46533896533896535,0.216
"frozenset({'Tea', 'Bread', 'Biscuits'})",frozenset({'Cold Drink'}),0.1056,0.2072,0.039,0.3693181818181818,1.7824236574236574,1.0,0.01711968,1.2570522522522523,0.4907940002752168,0.14243973703433163,0.20448812035593067,0.27877106002106,0.521
"frozenset({'Tea', 'Bread', 'Cold Drink'})",frozenset({'Biscuits'}),0.0528,0.2078,0.039,0.7386363636363636,3.5545542042173417,1.0,0.02802816,3.0310260869565218,0.7587318087318087,0.1759927797833935,0.670078722085791,0.46315841280951964,0.321
"frozenset({'Cold Drink', 'Tea', 'Biscuits'})",frozenset({'Bread'}),0.0526,0.395,0.039,0.7414448669201521,1.8770756124560812,1.0,0.018223,2.339926470588235,0.4931986597597744,0.09544787077826725,0.5726361436696729,0.420089522067671,0.239
"frozenset({'Cold Drink', 'Bread', 'Biscuits'})",frozenset({'Tea'}),0.0508,0.2636,0.039,0.767716535433071,2.912429952325762,1.0,0.02560912,3.170264406779662,0.6917868758576722,0.14161220043572983,0.6845688965685375,0.45783398850560986,0.521
"frozenset({'Tea', 'Bread'})","frozenset({'Cold Drink', 'Biscuits'})",0.1614,0.071,0.039,0.24163568773234204,3.4033195455259446,1.0,0.027540600000000002,1.2250049019607845,0.8420811242180191,0.2016546018614271,0.18367673598745107,0.3954657311901147,0.521
"frozenset({'Tea', 'Biscuits'})","frozenset({'Bread', 'Cold Drink'})",0.148,0.0856,0.039,0.26351351351351354,3.078428896185906,1.0,0.0263312,1.2415706422018349,0.7924401107499699,0.20041109969167525,0.19456858433236388,0.3595604950745138,0.287
"frozenset({'Tea', 'Cold Drink'})","frozenset({'Bread', 'Biscuits'})",0.0798,0.1432,0.039,0.4887218045112782,3.412861763346915,1.0,0.027572640000000002,1.6758000000000002,0.7683012054235703,0.21195652173913046,0.4032700799618093,0.380534086613181,0.287
"frozenset({'Bread', 'Biscuits'})","frozenset({'Tea', 'Cold Drink'})",0.1432,0.0798,0.039,0.27234636871508383,3.4128617633469154,1.0,0.027572640000000002,1.2646126679462573,0.8251526251526252,0.21195652173913046,0.20924404337653102,0.380534086613181,0.287
"frozenset({'Bread', 'Cold Drink'})","frozenset({'Tea', 'Biscuits'})",0.0856,0.148,0.039,0.45560747663551404,3.0784288961859056,1.0,0.0263312,1.5650472103004291,0.7383628328510218,0.20041109969167525,0.3610416392435611,0.3595604950745138,0.287
"frozenset({'Cold Drink', 'Biscuits'})","frozenset({'Tea', 'Bread'})",0.071,0.1614,0.039,0.5492957746478874,3.403319545525944,1.0,0.027540600000000002,1.8606437500000002,0.7601391073942205,0.2016546018614271,0.46255160344370067,0.3954657311901147,0.521
frozenset({'Tea'}),"frozenset({'Cold Drink', 'Bread', 'Biscuits'})",0.2636,0.0508,0.039,0.1479514415781487,2.912429952325762,1.0,0.02560912,1.1140210151380232,0.8916948704020947,0.14161220043572983,0.10235086554798642,0.45783398850560986,0.521
frozenset({'Bread'}),"frozenset({'Cold Drink', 'Tea', 'Biscuits'})",0.395,0.0526,0.039,0.09873417721518987,1.8770756124560812,1.0,0.018223,1.051188202247191,0.7723246450519178,0.09544787077826725,0.048695563875015696,0.420089522067671,0.239
frozenset({'Biscuits'}),"frozenset({'Tea', 'Bread', 'Cold Drink'})",0.2078,0.0528,0.039,0.18768046198267563,3.5545542042173413,1.0,0.02802816,1.1660436018957345,0.907183500669994,0.1759927797833935,0.1423991363837369,0.46315841280951964,0.321
frozenset({'Cold Drink'}),"frozenset({'Tea', 'Bread', 'Biscuits'})",0.2072,0.1056,0.039,0.18822393822393824,1.7824236574236576,1.0,0.01711968,1.1017816884661118,0.5536909105022123,0.14243973703433163,0.09237917958848194,0.27877106002106,0.521
"frozenset({'Chips', 'Tea', 'Biscuits'})",frozenset({'Cold Drink'}),0.0508,0.2072,0.0368,0.7244094488188977,3.4961845985468036,1.0,0.02627424,2.876731428571429,0.7521849062826362,0.16636528028933092,0.6523832603669244,0.45100781321253763,0.216
"frozenset({'Chips', 'Tea', 'Cold Drink'})",frozenset({'Biscuits'}),0.0534,0.2078,0.0368,0.6891385767790261,3.316355037435159,1.0,0.025703479999999997,2.5484024096385536,0.7378661846976363,0.16399286987522282,0.6075972945960946,0.43311596788903184,0.532
"frozenset({'Chips', 'Cold Drink', 'Biscuits'})",frozenset({'Tea'}),0.0488,0.2636,0.0368,0.7540983606557377,2.8607676807880793,1.0,0.023936319999999997,2.9946933333333323,0.6838135810143708,0.13352685050798258,0.6660759921995352,0.44685191173909794,0.209
"frozenset({'Cold Drink', 'Tea', 'Biscuits'})",frozenset({'Chips'}),0.0526,0.2168,0.0368,0.6996197718631179,3.2270284680033114,1.0,0.02539632,2.607362025316456,0.7284329652779691,0.15821152192605334,0.616470597373746,0.43468073464004603,0.216
"frozenset({'Chips', 'Tea'})","frozenset({'Cold Drink', 'Biscuits'})",0.079,0.071,0.0368,0.46582278481012657,6.560884293100375,1.0,0.031191,1.7391232227488154,0.9202839541141481,0.3250883392226149,0.42499761551143866,0.4920663219825281,0.216
"frozenset({'Chips', 'Biscuits'})","frozenset({'Tea', 'Cold Drink'})",0.0702,0.0798,0.0368,0.5242165242165242,6.56912937614692,1.0,0.03119804,1.9340730538922155,0.9117797656344984,0.3250883392226149,0.4829564488334321,0.492684703211019,0.209
"frozenset({'Chips', 'Cold Drink'})","frozenset({'Tea', 'Biscuits'})",0.1244,0.148,0.0368,0.2958199356913183,1.9987833492656644,1.0,0.0183888,1.209917808219178,0.5706894154567302,0.15619694397283532,0.17349757710248628,0.2722342921699835,0.209
"frozenset({'Tea', 'Biscuits'})","frozenset({'Chips', 'Cold Drink'})",0.148,0.1244,0.0368,0.24864864864864866,1.9987833492656646,1.0,0.0183888,1.1653669064748202,0.5864972443355788,0.15619694397283532,0.1419011519514032,0.2722342921699835,0.209
"frozenset({'Tea', 'Cold Drink'})","frozenset({'Chips', 'Biscuits'})",0.0798,0.0702,0.0368,0.4611528822055138,6.569129376146921,1.0,0.03119804,1.7255358139534882,0.9212919214159492,0.3250883392226149,0.4204698668590168,0.492684703211019,0.209
"frozenset({'Cold Drink', 'Biscuits'})","frozenset({'Chips', 'Tea'})",0.071,0.079,0.0368,0.5183098591549297,6.560884293100376,1.0,0.031191,1.9120175438596496,0.9123590115598821,0.3250883392226149,0.47699224663944584,0.4920663219825281,0.216
frozenset({'Chips'}),"frozenset({'Cold Drink', 'Tea', 'Biscuits'})",0.2168,0.0526,0.0368,0.16974169741697417,3.2270284680033114,1.0,0.02539632,1.1410906666666667,0.8811509082026914,0.15821152192605334,0.12364544798076225,0.43468073464004603,0.216
frozenset({'Tea'}),"frozenset({'Chips', 'Cold Drink', 'Biscuits'})",0.2636,0.0488,0.0368,0.13960546282245825,2.860767680788079,1.0,0.023936319999999997,1.1055393298059966,0.8832746853080792,0.13352685050798258,0.09546411146179377,0.44685191173909794,0.209
frozenset({'Biscuits'}),"frozenset({'Chips', 'Tea', 'Cold Drink'})",0.2078,0.0534,0.0368,0.17709335899903753,3.3163550374351596,1.0,0.025703479999999997,1.1503127485380118,0.8816765090062896,0.16399286987522282,0.13067120113990865,0.43311596788903184,0.532
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Tea', 'Biscuits'})",0.2072,0.0508,0.0368,0.1776061776061776,3.4961845985468036,1.0,0.02627424,1.1541915492957746,0.9005725442021674,0.16636528028933092,0.13359268605791996,0.45100781321253763,0.216
"frozenset({'Chips', 'Bread', 'Biscuits'})",frozenset({'Cold Drink'}),0.0498,0.2072,0.0356,0.714859437751004,3.450093811539595,1.0,0.025281440000000002,2.780383098591549,0.74737193116056,0.16079494128274616,0.640337333187442,0.4433370547828379,0.216
"frozenset({'Chips', 'Bread', 'Cold Drink'})",frozenset({'Biscuits'}),0.052,0.2078,0.0356,0.6846153846153846,3.2945879914118605,1.0,0.0247944,2.5118536585365856,0.7346750106670461,0.15878679750223013,0.6018876352125532,0.4279669800844007,0.532
"frozenset({'Chips', 'Cold Drink', 'Biscuits'})",frozenset({'Bread'}),0.0488,0.395,0.0356,0.7295081967213114,1.846856194231168,1.0,0.016323999999999998,2.236666666666666,0.4820640515587643,0.08721215090641841,0.5529061102831593,0.4098173894998962,0.454
"frozenset({'Cold Drink', 'Bread', 'Biscuits'})",frozenset({'Chips'}),0.0508,0.2168,0.0356,0.7007874015748031,3.2324142139059187,1.0,0.02458656,2.617536842105263,0.7275955624369664,0.15344827586206897,0.6179614422558773,0.4324970218206119,0.216
"frozenset({'Chips', 'Bread'})","frozenset({'Cold Drink', 'Biscuits'})",0.0884,0.071,0.0356,0.4027149321266968,5.67204129755911,1.0,0.0293236,1.555371212121212,0.9035724322218991,0.2875605815831987,0.3570666653678114,0.45206169141546104,0.216
"frozenset({'Chips', 'Biscuits'})","frozenset({'Bread', 'Cold Drink'})",0.0702,0.0856,0.0356,0.5071225071225072,5.9243283542348975,1.0,0.02959088,1.8552277456647401,0.8939605231039175,0.2961730449251248,0.460982619337825,0.46150517879489844,0.454
"frozenset({'Chips', 'Cold Drink'})","frozenset({'Bread', 'Biscuits'})",0.1244,0.1432,0.0356,0.2861736334405145,1.9984192279365538,1.0,0.01778592,1.200291891891892,0.5705853065121316,0.15344827586206897,0.16686932007529703,0.2673884926979109,0.454
"frozenset({'Bread', 'Biscuits'})","frozenset({'Chips', 'Cold Drink'})",0.1432,0.1244,0.0356,0.24860335195530728,1.9984192279365538,1.0,0.01778592,1.1652966542750929,0.5831051521732288,0.15344827586206897,0.14184941977536236,0.2673884926979109,0.454
"frozenset({'Bread', 'Cold Drink'})","frozenset({'Chips', 'Biscuits'})",0.0856,0.0702,0.0356,0.4158878504672897,5.924328354234897,1.0,0.02959088,1.5918176,0.9090162886942503,0.2961730449251248,0.37178732035630213,0.46150517879489844,0.454
"frozenset({'Cold Drink', 'Biscuits'})","frozenset({'Chips', 'Bread'})",0.071,0.0884,0.0356,0.5014084507042254,5.67204129755911,1.0,0.0293236,1.8283502824858757,0.8866486859133295,0.2875605815831987,0.453058853339431,0.45206169141546104,0.216
frozenset({'Chips'}),"frozenset({'Cold Drink', 'Bread', 'Biscuits'})",0.2168,0.0508,0.0356,0.16420664206642066,3.2324142139059187,1.0,0.02458656,1.1356874172185432,0.881810147938162,0.15344827586206897,0.11947602409020297,0.4324970218206119,0.216
frozenset({'Bread'}),"frozenset({'Chips', 'Cold Drink', 'Biscuits'})",0.395,0.0488,0.0356,0.09012658227848101,1.846856194231168,1.0,0.016323999999999998,1.045420144685587,0.7579162410623085,0.08721215090641841,0.043446785406308884,0.4098173894998962,0.454
frozenset({'Biscuits'}),"frozenset({'Chips', 'Bread', 'Cold Drink'})",0.2078,0.052,0.0356,0.17131857555341673,3.2945879914118605,1.0,0.0247944,1.14398606271777,0.8791617143554148,0.15878679750223013,0.12586347632216957,0.4279669800844007,0.532
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Bread', 'Biscuits'})",0.2072,0.0498,0.0356,0.1718146718146718,3.4500938115395945,1.0,0.025281440000000002,1.147327738927739,0.8957527863127701,0.16079494128274616,0.12840946307584908,0.4433370547828379,0.216
"frozenset({'Chips', 'Tea', 'Bread', 'Biscuits'})",frozenset({'Cold Drink'}),0.0384,0.2072,0.0274,0.7135416666666667,3.443733912483913,1.0,0.019443520000000002,2.767592727272728,0.7379549898587513,0.12557286892758937,0.6386751597712749,0.4228905244530245,0.216
"frozenset({'Chips', 'Cold Drink', 'Tea', 'Biscuits'})",frozenset({'Bread'}),0.0368,0.395,0.0274,0.7445652173913044,1.8849752339020365,1.0,0.012864,2.368510638297873,0.48742634042243616,0.06775469831849654,0.5777937477542222,0.4069661529994497,0.454
